name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,Dövüşçü Kimliği
Mayra Bueno Silva,10,3,167.64,61.2,167.64,1.0,32.0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6,1633
Neil Magny,29,12,190.5,77.1,203.2,1.0,36.0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3,1763
Mike Malott,10,2,185.42,77.1,185.42,1.0,32.0,3.83,0.46,3.33,0.52,3.04,0.6,0.16,1.0,1684
Chris Curtis,31,10,177.8,83.9,190.5,1.0,36.0,5.96,0.51,6.58,0.53,0.0,0.0,0.92,0.0,413
Marc-Andre Barriault,16,7,185.42,83.9,187.96,1.0,34.0,6.19,0.47,5.67,0.52,0.22,0.25,0.67,0.1,1527
Arnold Allen,19,3,172.72,65.8,177.8,2.0,30.0,3.39,0.4,2.91,0.61,1.02,0.5,0.75,0.4,185
Movsar Evloev,18,0,170.18,65.8,182.88,1.0,30.0,4.43,0.48,2.89,0.61,4.75,0.46,0.71,0.2,1731
Brad Katona,15,3,167.64,61.2,162.56,1.0,32.0,4.71,0.49,4.98,0.48,1.5,0.27,0.52,0.0,265
Garrett Armfield,10,3,167.64,61.2,177.8,1.0,27.0,6.22,0.53,3.93,0.58,0.0,0.0,0.64,0.0,824
Charles Jourdain,15,7,175.26,65.8,175.26,3.0,28.0,5.56,0.48,4.31,0.57,0.09,0.1,0.48,0.6,383
Sean Woodson,11,1,187.96,65.8,198.12,1.0,31.0,5.4,0.46,4.0,0.58,0.76,0.62,0.84,0.5,2119
Serhiy Sidey,10,2,180.34,61.2,182.88,3.0,27.0,5.16,0.35,4.19,0.56,0.0,0.0,0.0,0.0,2129
Ramon Taveras,10,2,172.72,61.2,177.8,2.0,30.0,4.63,0.45,5.41,0.65,0.0,0.0,1.0,0.0,1906
Gillian Robertson,13,8,165.1,52.2,160.02,1.0,28.0,2.61,0.46,3.12,0.56,2.53,0.43,0.43,1.0,855
Polyana Viana,13,7,165.1,52.2,170.18,1.0,31.0,2.99,0.4,2.65,0.53,0.82,0.33,0.38,1.9,1885
Yohan Lainesse,9,3,185.42,77.1,193.04,1.0,31.0,2.22,0.41,3.38,0.58,0.94,0.28,0.72,0.5,2433
Sam Patterson,11,2,190.5,70.3,198.12,1.0,27.0,2.54,0.38,3.41,0.49,1.19,1.0,0.33,3.6,2080
Jasmine Jasudavicius,10,3,170.18,56.7,172.72,1.0,35.0,3.95,0.45,4.03,0.51,2.16,0.37,0.8,0.4,1032
Priscila Cachoeira,12,6,170.18,56.7,165.1,1.0,35.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0,1887
Malcolm Gordon,14,8,170.18,56.7,180.34,3.0,33.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0,1513
Jimmy Flick,17,7,170.18,56.7,172.72,1.0,33.0,1.7,0.5,5.2,0.4,1.79,0.26,0.0,5.4,1114
Magomed Ankalaev,19,1,190.5,93.0,190.5,1.0,31.0,3.64,0.53,2.25,0.59,1.02,0.31,0.86,0.0,1504
Johnny Walker,21,8,198.12,93.0,208.28,1.0,31.0,3.81,0.53,2.83,0.44,0.46,1.0,0.57,0.9,1193
Jim Miller,37,17,172.72,70.3,180.34,2.0,40.0,2.96,0.42,3.18,0.58,1.58,0.44,0.48,1.7,1108
Gabriel Benitez,23,12,172.72,70.3,180.34,2.0,35.0,4.92,0.41,4.26,0.62,0.24,0.5,0.55,1.0,810
Ricky Simon,20,5,167.64,61.2,175.26,1.0,31.0,3.01,0.43,3.61,0.61,5.49,0.46,0.76,0.4,1963
Mario Bautista,14,2,175.26,61.2,175.26,3.0,30.0,5.69,0.48,3.99,0.53,2.25,0.44,0.66,1.0,1557
Phil Hawes,12,6,182.88,83.9,195.58,1.0,35.0,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2,1874
Brunno Ferreira,11,1,177.8,83.9,182.88,1.0,31.0,5.0,0.5,4.17,0.48,1.25,0.16,0.66,0.0,312
Andrei Arlovski,34,23,190.5,108.9,195.58,1.0,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,132
Waldo Cortes-Acosta,11,1,193.04,117.9,198.12,1.0,32.0,6.13,0.47,4.02,0.52,0.0,0.0,0.6,0.0,2391
Matthew Semelsberger,11,7,185.42,77.1,190.5,3.0,31.0,3.78,0.43,4.21,0.54,1.02,0.57,0.45,0.4,1623
Preston Parsons,11,4,180.34,77.1,180.34,1.0,28.0,3.83,0.55,3.18,0.51,4.3,0.43,0.8,3.1,1886
Marcus McGhee,9,1,172.72,61.2,175.26,1.0,33.0,5.43,0.51,2.52,0.71,0.84,0.33,1.0,0.8,1553
Gaston Bolanos,7,4,170.18,61.2,175.26,1.0,31.0,3.88,0.43,3.49,0.49,0.0,0.0,0.5,0.0,827
Farid Basharat,12,0,172.72,61.2,180.34,1.0,26.0,4.47,0.58,2.44,0.57,3.96,0.41,0.83,0.6,767
Taylor Lapilus,19,4,167.64,61.2,185.42,2.0,31.0,3.91,0.46,2.37,0.61,0.37,0.4,0.77,0.4,2240
Westin Wilson,16,9,185.42,65.8,185.42,2.0,35.0,2.11,0.34,6.62,0.28,0.0,0.0,0.0,4.2,2406
Jean Silva,12,2,170.18,65.8,175.26,1.0,27.0,5.83,0.52,4.27,0.57,1.56,0.5,1.0,0.0,1061
Nikolas Motta,14,5,175.26,70.3,177.8,1.0,31.0,3.08,0.33,4.78,0.51,0.0,0.0,0.82,0.0,1791
Tom Nolan,6,1,190.5,70.3,185.42,2.0,24.0,10.27,0.56,9.45,0.47,0.0,0.0,0.0,0.0,2298
Joshua Van,10,1,165.1,56.7,165.1,1.0,22.0,9.08,0.53,5.77,0.6,1.14,0.42,0.78,0.0,1264
Felipe Bunes,13,7,170.18,56.7,175.26,1.0,34.0,5.25,0.54,8.72,0.41,3.15,0.33,0.0,0.0,771
Leon Edwards,22,3,187.96,77.1,187.96,2.0,32.0,2.75,0.53,2.34,0.54,1.25,0.34,0.7,0.4,1437
Colby Covington,17,4,180.34,77.1,182.88,1.0,36.0,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2,471
Alexandre Pantoja,27,5,165.1,56.7,170.18,1.0,33.0,4.32,0.49,3.9,0.5,2.2,0.48,0.67,1.0,90
Shavkat Rakhmonov,18,0,185.42,77.1,195.58,1.0,29.0,4.12,0.61,2.41,0.51,1.49,0.29,1.0,1.8,2153
Stephen Thompson,17,7,182.88,77.1,190.5,1.0,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,2183
Tony Ferguson,26,10,180.34,70.3,193.04,1.0,40.0,4.94,0.45,4.41,0.55,0.39,0.35,0.67,0.9,2304
Paddy Pimblett,21,3,177.8,70.3,185.42,1.0,29.0,5.13,0.52,3.7,0.41,0.98,0.25,0.56,1.6,1822
Josh Emmett,19,4,167.64,65.8,177.8,1.0,39.0,4.04,0.36,4.61,0.61,0.91,0.37,0.46,0.1,1245
Bryce Mitchell,16,3,177.8,65.8,177.8,2.0,29.0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6,320
Alonzo Menifield,15,3,182.88,93.0,193.04,1.0,36.0,3.92,0.57,3.51,0.49,0.67,0.33,0.75,0.3,103
Dustin Jacoby,19,8,190.5,93.0,193.04,1.0,35.0,5.53,0.47,4.07,0.57,0.36,0.25,0.6,0.0,683
Irene Aldana,15,7,175.26,61.2,172.72,1.0,36.0,5.24,0.4,6.33,0.57,0.16,0.5,0.76,0.2,944
Karol Rosa,17,6,165.1,61.2,170.18,1.0,29.0,6.34,0.56,4.78,0.49,1.22,0.45,0.68,0.0,1330
Cody Garbrandt,14,5,172.72,61.2,165.1,1.0,32.0,3.06,0.4,3.91,0.6,1.1,0.34,0.8,0.0,466
Brian Kelleher,24,15,167.64,61.2,167.64,3.0,37.0,3.39,0.41,4.64,0.54,1.74,0.41,0.6,0.7,299
Casey O'Neill,9,2,167.64,56.7,175.26,1.0,26.0,8.41,0.54,6.3,0.56,1.77,0.38,0.66,0.7,365
Ariane Lipski,17,8,167.64,56.7,170.18,1.0,30.0,4.27,0.4,4.23,0.52,0.64,0.55,0.79,0.4,180
Tagir Ulanbekov,15,2,170.18,56.7,177.8,2.0,32.0,3.22,0.45,3.3,0.51,3.71,0.46,0.61,2.1,2221
Cody Durden,16,5,170.18,56.7,170.18,2.0,32.0,3.16,0.51,2.89,0.51,4.84,0.5,0.66,0.3,464
Lucas Almeida,14,3,180.34,65.8,180.34,1.0,33.0,5.05,0.47,5.32,0.45,0.0,0.0,0.4,0.0,1472
Martin Buday,13,2,193.04,120.2,195.58,1.0,32.0,5.17,0.52,5.7,0.54,0.26,0.25,1.0,0.3,1584
Chris Gutierrez,20,6,175.26,61.2,170.18,1.0,32.0,4.8,0.58,2.79,0.63,0.28,0.3,0.69,0.1,419
Anthony Smith,37,19,193.04,93.0,193.04,1.0,35.0,3.21,0.48,4.47,0.46,0.49,0.26,0.48,0.6,160
Khalil Rountree Jr.,14,5,185.42,93.0,193.04,2.0,34.0,3.84,0.39,4.18,0.5,0.0,0.0,0.58,0.1,1382
Nasrat Haqparast,16,5,177.8,70.3,182.88,2.0,28.0,5.78,0.44,5.25,0.64,0.31,0.2,0.78,0.0,1746
Jamie Mullarkey,17,7,182.88,70.3,187.96,1.0,29.0,4.46,0.46,4.49,0.54,2.42,0.34,0.76,0.1,1015
Tim Elliott,21,13,170.18,56.7,167.64,2.0,37.0,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0,2270
Sumudaerji,16,6,172.72,56.7,182.88,2.0,28.0,4.64,0.54,2.73,0.61,0.29,1.0,0.66,0.6,2209
JunYong Park,17,6,177.8,83.9,185.42,1.0,33.0,4.53,0.5,3.3,0.53,1.83,0.5,0.57,1.1,1285
Andre Muniz,24,6,185.42,83.9,198.12,2.0,34.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2,123
Song Kenan,20,8,182.88,77.1,180.34,1.0,34.0,4.36,0.46,6.38,0.5,0.34,0.5,0.61,0.0,2173
Kevin Jousset,10,2,187.96,77.1,190.5,1.0,30.0,8.23,0.55,5.1,0.53,1.51,0.66,1.0,0.8,1373
HyunSung Park,9,0,170.18,56.7,167.64,1.0,28.0,4.15,0.44,3.43,0.59,1.54,0.27,1.0,2.6,920
Shannon Ross,13,9,167.64,56.7,167.64,3.0,34.0,5.96,0.39,7.39,0.55,0.0,0.0,1.0,0.0,2150
Steve Garcia,15,5,182.88,70.3,190.5,2.0,31.0,4.85,0.56,2.4,0.46,1.31,0.44,0.88,0.7,2190
Melquizael Costa,20,7,177.8,70.3,180.34,2.0,27.0,4.29,0.46,2.99,0.59,2.49,0.27,0.42,0.5,1640
Luana Santos,7,1,167.64,61.2,170.18,1.0,23.0,6.21,0.55,3.64,0.64,1.61,0.5,0.66,0.0,1470
Stephanie Egger,8,5,167.64,61.2,172.72,1.0,35.0,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6,2181
Tatsuro Taira,15,0,170.18,56.7,177.8,1.0,24.0,3.51,0.71,1.15,0.47,2.12,0.41,0.71,2.4,2238
Carlos Hernandez,9,3,172.72,56.7,170.18,1.0,30.0,4.95,0.46,4.54,0.46,1.11,0.15,0.65,0.3,352
Rayanne Amanda,14,7,157.48,52.2,157.48,1.0,28.0,3.73,0.36,4.63,0.65,0.5,0.2,0.88,0.0,1927
Talita Alencar,5,0,154.94,52.2,147.32,1.0,33.0,2.37,0.28,4.8,0.48,2.5,0.15,0.5,0.0,2230
Beneil Dariush,22,6,177.8,70.3,182.88,2.0,34.0,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9,228
Arman Tsarukyan,21,3,170.18,70.3,182.88,1.0,27.0,3.85,0.48,1.91,0.54,3.4,0.36,0.75,0.0,183
Jalin Turner,14,7,190.5,70.3,195.58,2.0,28.0,6.02,0.48,4.63,0.41,0.88,0.55,0.75,1.2,993
Bobby Green,31,15,177.8,70.3,180.34,1.0,37.0,6.14,0.52,3.74,0.62,1.2,0.37,0.74,0.3,251
Rob Font,20,8,172.72,61.2,180.34,1.0,36.0,5.53,0.45,3.65,0.56,0.89,0.35,0.46,0.3,1972
Deiveson Figueiredo,22,3,165.1,61.2,172.72,1.0,36.0,3.08,0.55,3.46,0.51,1.65,0.44,0.58,1.6,614
Sean Brady,16,1,177.8,77.1,182.88,1.0,31.0,3.77,0.53,3.55,0.61,3.29,0.57,0.87,1.2,2107
Kelvin Gastelum,18,9,175.26,77.1,180.34,2.0,32.0,3.55,0.41,3.23,0.58,0.96,0.3,0.59,0.1,1353
Clay Guida,38,21,170.18,70.3,177.8,1.0,42.0,2.64,0.33,3.01,0.61,3.13,0.36,0.67,0.6,457
Joaquim Silva,13,5,172.72,70.3,175.26,2.0,35.0,3.61,0.41,4.51,0.54,0.45,0.6,0.64,0.7,1127
Punahele Soriano,9,4,180.34,83.9,182.88,2.0,31.0,3.96,0.45,4.55,0.48,0.79,0.4,0.33,0.0,1888
Dustin Stoltzfus,15,5,182.88,83.9,190.5,1.0,32.0,3.49,0.44,3.29,0.48,2.4,0.4,0.46,0.7,689
Miesha Tate,20,9,167.64,61.2,165.1,1.0,37.0,2.62,0.45,2.98,0.51,2.02,0.31,0.55,1.3,1670
Julia Avila,9,3,170.18,61.2,172.72,1.0,35.0,2.59,0.43,2.86,0.5,0.54,0.33,0.5,0.3,1273
Zach Reese,6,1,193.04,83.9,195.58,3.0,30.0,3.93,0.66,6.56,0.28,0.0,0.0,0.0,9.8,2458
Cody Brundage,10,5,182.88,83.9,182.88,1.0,29.0,1.8,0.55,2.51,0.43,2.69,0.52,0.73,1.1,462
Drakkar Klose,14,2,175.26,70.3,177.8,1.0,36.0,4.33,0.55,3.4,0.52,1.78,0.3,0.68,0.0,673
Joe Solecki,13,4,175.26,70.3,177.8,1.0,30.0,2.21,0.56,1.53,0.52,2.65,0.5,0.5,1.5,1147
Rodolfo Bellato,12,2,190.5,93.0,195.58,1.0,28.0,6.47,0.61,5.9,0.44,1.09,0.25,1.0,0.5,1989
Wellington Turman,18,8,182.88,77.1,182.88,1.0,27.0,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8,2400
Jared Gooden,23,9,182.88,77.1,195.58,1.0,30.0,5.08,0.49,6.68,0.48,0.67,1.0,0.65,0.2,1022
Veronica Hardy,8,4,162.56,56.7,162.56,2.0,28.0,3.27,0.45,4.1,0.46,1.27,0.41,0.57,0.4,2358
Jamey-Lyn Horth,6,1,170.18,56.7,167.64,1.0,33.0,3.97,0.62,3.53,0.57,0.5,0.25,0.7,0.0,1013
Brendan Allen,23,5,187.96,83.9,190.5,1.0,28.0,3.87,0.54,3.6,0.46,1.36,0.47,0.58,1.7,283
Paul Craig,17,7,190.5,83.9,193.04,1.0,36.0,2.42,0.46,2.86,0.45,1.76,0.22,0.37,1.6,1841
Michael Morales,16,0,182.88,77.1,200.66,1.0,24.0,5.28,0.46,3.6,0.52,1.24,0.41,0.91,0.0,1653
Jake Matthews,19,7,180.34,77.1,185.42,1.0,29.0,3.3,0.45,2.56,0.6,1.59,0.4,0.62,0.6,989
Chase Hooper,13,3,185.42,70.3,187.96,2.0,24.0,4.86,0.51,3.59,0.36,1.42,0.22,0.55,2.2,395
Jordan Leavitt,11,3,175.26,70.3,180.34,2.0,28.0,2.55,0.61,1.84,0.57,2.19,0.25,0.3,1.1,1215
Nick Aguirre,7,2,175.26,61.2,187.96,2.0,28.0,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,1769
Luana Pinheiro,11,2,157.48,52.2,157.48,1.0,31.0,3.89,0.41,4.38,0.62,2.36,0.4,0.66,0.3,1469
Uros Medic,9,2,185.42,77.1,180.34,2.0,30.0,5.64,0.6,3.18,0.58,0.4,1.0,0.46,0.0,2346
Myktybek Orolbai,12,1,177.8,70.3,187.96,1.0,26.0,0.87,0.4,1.52,0.48,11.41,0.7,0.0,1.6,1737
Jonathan Pearce,14,5,182.88,65.8,180.34,3.0,31.0,5.6,0.56,3.35,0.55,5.29,0.53,0.56,0.8,1207
Joanderson Brito,16,3,172.72,65.8,182.88,1.0,29.0,3.32,0.51,2.62,0.47,3.4,0.75,0.5,0.8,1121
Jose Johnson,16,8,182.88,56.7,180.34,1.0,28.0,2.8,0.6,1.73,0.55,0.62,0.5,0.36,0.6,1229
Denis Tiuliulin,10,9,185.42,83.9,195.58,1.0,35.0,4.5,0.41,6.15,0.36,0.0,0.0,0.73,0.0,620
Caio Machado,8,2,193.04,113.4,198.12,2.0,29.0,6.57,0.64,1.87,0.64,0.0,0.0,0.82,0.0,331
Jeka Saragih,14,3,172.72,65.8,175.26,1.0,29.0,2.76,0.5,2.84,0.4,2.37,1.0,0.66,0.6,1070
Lucas Alexander,8,4,180.34,65.8,185.42,1.0,28.0,5.23,0.55,1.83,0.71,0.0,0.0,0.57,0.0,1471
Lucie Pudilova,14,9,172.72,61.2,170.18,1.0,29.0,3.68,0.37,3.83,0.51,0.55,0.27,0.66,0.7,1474
Ailin Perez,9,2,165.1,61.2,167.64,3.0,29.0,2.96,0.55,1.18,0.57,4.89,0.5,0.75,0.0,29
Rafael Estevam,12,0,172.72,56.7,175.26,1.0,27.0,2.94,0.64,3.35,0.34,3.35,0.19,0.0,0.7,1897
Jiri Prochazka,29,4,190.5,93.0,203.2,1.0,31.0,5.31,0.55,5.17,0.4,0.61,0.5,0.68,0.3,1119
Alex Pereira,9,2,193.04,93.0,200.66,1.0,36.0,5.0,0.62,3.65,0.5,0.19,1.0,0.7,0.4,70
Sergei Pavlovich,18,2,190.5,116.6,213.36,2.0,31.0,8.21,0.48,4.61,0.55,0.0,0.0,0.75,0.0,2123
Tom Aspinall,14,3,195.58,116.1,198.12,1.0,30.0,7.72,0.66,2.77,0.66,3.46,1.0,1.0,1.7,2288
Jessica Andrade,25,12,154.94,52.2,157.48,1.0,32.0,6.67,0.5,5.36,0.54,2.45,0.54,0.72,0.4,1097
Matt Frevola,11,4,175.26,70.3,180.34,1.0,33.0,3.71,0.42,3.57,0.59,2.59,0.4,0.42,0.9,1606
Diego Lopes,23,6,180.34,65.8,182.88,1.0,29.0,2.47,0.53,4.91,0.37,0.0,0.0,0.42,5.3,642
Pat Sabatini,18,5,172.72,65.8,177.8,1.0,33.0,2.02,0.59,1.54,0.49,3.73,0.42,0.5,1.9,1832
Alessandro Costa,13,4,162.56,56.7,170.18,1.0,28.0,3.75,0.46,3.61,0.56,0.31,0.16,0.9,0.0,56
Tabatha Ricci,9,2,154.94,52.2,154.94,1.0,29.0,4.41,0.37,4.86,0.59,3.39,0.41,0.71,0.2,2218
Loopy Godinez,12,3,157.48,52.2,154.94,1.0,30.0,4.31,0.49,3.76,0.62,3.39,0.46,0.86,1.1,1460
Mateusz Rebecki,18,1,170.18,70.3,167.64,2.0,31.0,5.31,0.53,2.01,0.63,4.16,0.72,0.66,1.6,1598
Roosevelt Roberts,12,5,187.96,70.3,185.42,1.0,30.0,3.05,0.44,3.12,0.52,1.39,0.29,0.52,0.9,2028
Jared Gordon,20,6,175.26,70.3,172.72,1.0,35.0,5.39,0.57,3.4,0.57,1.95,0.4,0.62,0.0,1023
Mark Madsen,12,2,172.72,70.3,182.88,1.0,39.0,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0,1573
John Castaneda,21,6,167.64,61.2,180.34,3.0,32.0,4.79,0.5,4.99,0.56,1.92,0.37,0.71,0.2,1164
Kyung Ho Kang,19,10,175.26,61.2,185.42,1.0,36.0,3.35,0.48,3.33,0.55,1.87,0.57,0.68,0.8,1418
Kevin Borjas,9,2,165.1,56.7,172.72,1.0,26.0,5.4,0.41,6.63,0.49,0.0,0.0,0.56,0.0,1365
Dennis Buzukja,11,4,175.26,65.8,177.8,3.0,26.0,3.3,0.43,4.93,0.4,0.98,0.3,0.73,0.3,623
Jamall Emmers,20,7,177.8,65.8,187.96,1.0,34.0,5.1,0.48,3.79,0.57,1.96,0.4,0.9,0.2,996
Derrick Lewis,27,12,190.5,117.9,200.66,1.0,39.0,2.43,0.5,2.48,0.4,0.53,0.26,0.53,0.0,632
Gabriel Bonfim,15,1,185.42,77.1,182.88,1.0,26.0,4.87,0.4,5.25,0.59,4.75,0.71,1.0,3.8,811
Nicolas Dalby,23,4,180.34,77.1,187.96,1.0,39.0,4.03,0.43,3.43,0.52,1.11,0.3,0.6,0.1,1785
Rodrigo Nascimento,11,1,187.96,111.6,203.2,1.0,31.0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7,1993
Don'Tale Mayes,10,6,198.12,117.9,205.74,1.0,32.0,3.6,0.44,3.84,0.46,0.79,0.43,0.6,0.0,662
Caio Borralho,15,1,177.8,83.9,190.5,2.0,31.0,2.73,0.58,1.98,0.6,2.16,0.63,0.57,0.5,330
Abus Magomedov,25,6,187.96,83.9,198.12,1.0,33.0,3.73,0.42,5.36,0.54,0.61,0.5,1.0,0.0,17
Elves Brener,16,3,177.8,70.3,182.88,1.0,26.0,4.64,0.46,5.05,0.55,0.93,0.2,0.85,0.0,724
Kaynan Kruschewsky,15,2,182.88,70.3,185.42,1.0,32.0,5.08,0.39,4.79,0.47,2.18,1.0,0.0,2.2,1337
Modestas Bukauskas,15,6,190.5,93.0,198.12,3.0,30.0,3.28,0.41,3.87,0.5,0.0,0.0,0.71,0.0,1718
Angela Hill,16,13,160.02,52.2,162.56,1.0,39.0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1,142
Denise Gomes,8,3,157.48,52.2,160.02,1.0,24.0,4.81,0.48,3.66,0.49,1.13,0.33,0.47,0.8,621
Eduarda Moura,10,0,167.64,52.2,167.64,1.0,30.0,5.61,0.67,0.45,0.8,5.34,1.0,0.0,1.3,709
Montserrat Conejo Ruiz,10,4,152.4,52.2,154.94,2.0,31.0,0.79,0.27,4.96,0.37,2.05,0.83,0.33,0.8,1724
Kaue Fernandes,8,2,175.26,70.3,185.42,1.0,29.0,1.53,0.54,0.87,0.59,1.0,1.0,0.62,0.0,1335
Marc Diakiese,17,7,177.8,70.3,185.42,1.0,31.0,2.54,0.4,2.64,0.52,3.29,0.43,0.66,0.0,1526
Islam Makhachev,25,1,177.8,70.3,177.8,2.0,32.0,2.46,0.6,1.27,0.61,3.17,0.6,0.9,1.0,950
Kamaru Usman,20,4,182.88,77.1,193.04,3.0,36.0,4.36,0.52,2.74,0.54,2.82,0.45,0.89,0.1,1321
Khamzat Chimaev,13,0,187.96,83.9,190.5,1.0,29.0,5.72,0.58,3.46,0.42,3.99,0.46,1.0,2.7,1384
Ikram Aliskerov,15,1,182.88,83.9,193.04,2.0,31.0,8.24,0.65,7.15,0.36,2.33,0.33,0.0,2.3,936
Warlley Alves,15,7,180.34,83.9,182.88,1.0,33.0,3.25,0.48,4.21,0.5,1.35,0.5,0.8,0.9,2398
Said Nurmagomedov,18,3,172.72,61.2,177.8,1.0,31.0,3.55,0.47,2.13,0.57,1.01,0.16,0.66,1.4,2070
Muin Gafurov,18,6,170.18,61.2,172.72,2.0,27.0,2.98,0.41,2.95,0.48,2.4,0.26,0.62,0.0,1734
Mohammad Yahya,12,4,175.26,65.8,185.42,3.0,29.0,2.87,0.46,4.07,0.37,1.0,1.0,0.42,1.0,1719
Trevor Peek,9,1,175.26,70.3,177.8,3.0,29.0,5.09,0.56,4.37,0.44,1.76,0.5,0.51,0.0,2325
Abu Azaitar,14,4,175.26,83.9,193.04,1.0,38.0,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0,15
Sedriques Dumas,9,1,187.96,83.9,200.66,1.0,28.0,1.88,0.49,2.01,0.56,0.77,0.5,0.4,0.4,2120
Mike Breeden,11,6,177.8,70.3,177.8,1.0,34.0,5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0,1673
Anshul Jubli,7,1,182.88,70.3,175.26,3.0,29.0,6.48,0.46,5.61,0.51,0.82,0.18,0.63,0.4,147
Nathaniel Wood,20,6,167.64,65.8,175.26,1.0,30.0,5.91,0.5,4.22,0.56,1.74,0.48,0.7,0.5,1759
Viktoriia Dudakova,8,0,165.1,56.7,170.18,1.0,25.0,3.14,0.52,2.45,0.5,2.45,0.41,0.5,0.0,2369
Jinh Yu Frey,11,10,160.02,52.2,165.1,2.0,38.0,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,1118
Shara Magomedov,12,0,187.96,83.9,185.42,1.0,29.0,7.53,0.73,4.33,0.28,0.0,0.0,0.57,0.0,2151
Bruno Silva,23,10,182.88,83.9,187.96,1.0,34.0,4.43,0.51,5.33,0.43,1.09,0.27,0.73,0.0,315
Sodiq Yusuff,13,3,175.26,65.8,180.34,1.0,30.0,5.72,0.49,4.33,0.54,0.28,0.2,0.62,0.4,2171
Edson Barboza,24,11,180.34,65.8,190.5,1.0,38.0,4.18,0.45,4.34,0.57,0.48,0.5,0.75,0.1,708
Jennifer Maia,21,10,162.56,56.7,162.56,1.0,35.0,4.35,0.38,4.52,0.55,0.42,0.27,0.58,0.1,1072
Jonathan Martinez,19,4,172.72,61.2,177.8,2.0,29.0,4.64,0.5,3.76,0.58,0.44,0.41,0.69,0.1,1205
Adrian Yanez,16,5,170.18,61.2,177.8,1.0,30.0,6.15,0.39,5.73,0.57,0.0,0.0,1.0,0.0,25
Andre Petroski,10,3,182.88,83.9,185.42,3.0,32.0,3.61,0.51,3.03,0.51,4.48,0.54,0.71,2.5,125
Darren Elkins,28,11,177.8,65.8,180.34,1.0,39.0,3.44,0.38,3.27,0.52,2.85,0.35,0.56,1.1,576
TJ Brown,17,11,175.26,65.8,182.88,3.0,33.0,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3,2212
Tainara Lisboa,7,2,170.18,61.2,170.18,1.0,33.0,2.05,0.5,1.4,0.54,2.05,0.4,0.7,0.5,2225
Ravena Oliveira,7,2,165.1,61.2,165.1,1.0,27.0,1.0,0.48,1.2,0.48,2.0,0.66,0.62,0.0,1923
Terrance McKinney,15,6,177.8,70.3,185.42,3.0,29.0,4.46,0.52,2.51,0.44,3.52,0.36,0.85,1.0,2246
Brendon Marotte,8,2,175.26,65.8,177.8,1.0,28.0,3.0,1.0,42.0,0.33,0.0,0.0,0.0,0.0,287
Irina Alekseeva,5,2,172.72,61.2,170.18,1.0,33.0,3.84,0.43,3.55,0.48,0.87,0.2,1.0,0.9,945
Melissa Dixon,6,0,170.18,61.2,172.72,1.0,32.0,3.47,0.54,3.2,0.55,0.0,0.0,0.75,0.0,1637
Alatengheili,16,9,165.1,61.2,167.64,1.0,32.0,2.88,0.33,5.03,0.58,1.82,0.4,0.72,0.0,40
Ashley Yoder,8,9,170.18,52.2,175.26,2.0,36.0,3.42,0.39,4.13,0.47,1.09,0.27,0.66,0.6,190
Emily Ducote,13,8,157.48,52.2,160.02,1.0,30.0,6.93,0.48,7.98,0.56,0.25,0.14,0.92,0.0,728
Grant Dawson,20,2,177.8,70.3,182.88,3.0,30.0,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5,864
Abdul Razak Alhassan,12,6,177.8,83.9,185.42,1.0,38.0,3.37,0.48,3.99,0.55,0.89,0.38,0.5,0.2,10
Alex Morono,23,9,180.34,77.1,182.88,1.0,33.0,5.02,0.41,4.17,0.58,0.34,0.22,0.5,0.3,67
Joaquin Buckley,17,6,177.8,77.1,193.04,2.0,29.0,3.87,0.33,3.31,0.57,1.51,0.36,0.65,0.0,1128
Ricky Glenn,22,8,182.88,70.3,177.8,2.0,34.0,3.94,0.43,4.1,0.51,0.55,0.13,0.68,0.4,1961
Alexander Hernandez,14,7,175.26,65.8,182.88,1.0,31.0,4.63,0.41,4.9,0.56,1.2,0.31,0.6,0.1,81
